Topic,Count,Name,Representation,Representative_Docs
216,14,216_女孩_膨胀_美丽_民警,"['女孩', '膨胀', '美丽', '民警', '挥手', '胖是', '大笑', '情商', '高喊', '楼上']","['隔离 女孩 民警 隔窗 加油 民警 安慰 隔离 女孩 胖是 美丽 膨胀 月 日晚 陕西 咸阳市 公安局 疫情 防控 突击队 民警 巡防 楼上 一位 女孩 喊话 求助 警察 哥哥 放 蹲 胖 民警 高 情商 回答 胖 美丽 膨胀 女孩 瞬间 开心 大笑 挥手 高喊 辛苦 \u200b', '隔离 女孩 民警 隔窗 加油 民警 安慰 隔离 女孩 胖是 美丽 膨胀 月 日晚 陕西 咸阳市 公安局 疫情 防控 突击队 民警 巡防 楼上 一位 女孩 喊话 求助 警察 哥哥 放 蹲 胖 民警 高 情商 回答 胖 美丽 膨胀 女孩 瞬间 开心 大笑 挥手 高喊 辛苦 \u200b', '隔离 女孩 民警 隔窗 加油 民警 安慰 隔离 女孩 胖是 美丽 膨胀 月 日晚 陕西 咸阳市 公安局 疫情 防控 突击队 民警 巡防 楼上 一位 女孩 喊话 求助 警察 哥哥 放 蹲 胖 民警 高 情商 回答 胖 美丽 膨胀 女孩 瞬间 开心 大笑 挥手 高喊 辛苦 \u200b']"
217,13,217_宿舍_展演_新花样_玩出,"['宿舍', '展演', '新花样', '玩出', '跨年', '健身', '音乐会', '充满活力', '作贡献', '歌会']","['大学生 宅 宿舍 里 玩出 跨 年 新花样 云 歌会 云 展演 云 健身 … … 西安 高校 学子 跨年 陕西省 疫情 防控 元旦 西安 高校 大学生 只能 宅 宿舍 抗疫 作贡献 宿舍 跨年 依然 充满活力 玩出 新花样 云 音乐会 云 健身 云 展演 … … 学生 宅 宿舍 \u200b', '大学生 宅 宿舍 里 玩出 跨 年 新花样 云 歌会 云 展演 云 健身 … … 西安 高校 学子 跨年 陕西省 疫情 防控 元旦 西安 高校 大学生 只能 宅 宿舍 抗疫 作贡献 宿舍 跨年 依然 充满活力 玩出 新花样 云 音乐会 云 健身 云 展演 … … 学生 宅 宿舍 \u200b', '大学生 宅 宿舍 里 玩出 跨 年 新花样 云 歌会 云 展演 云 健身 … … 西安 高校 学子 跨年 陕西省 疫情 防控 元旦 西安 高校 大学生 只能 宅 宿舍 抗疫 作贡献 宿舍 跨年 依然 充满活力 玩出 新花样 云 音乐会 云 健身 云 展演 … … 学生 宅 宿舍 \u200b']"
218,13,218_形势严峻_新冠_链尚_肺炎,"['形势严峻', '新冠', '链尚', '肺炎', '洛阳市', '31', '贵州', '现有', '宁波市', '仍处']","['贵州 发布 最新 疫情 防控 提示 全国 新冠 疫情 形势严峻 2021 年 12 月 15 31 日 陕西 延安市 累计 报告 新冠 肺炎 本土 确诊 病例 11 例 现有 中 风险 地区 12 月 31 日 河南 洛阳市 新增 本土 无症状 感染者 例 疫情 传播 链尚 2022 年 月 日 浙江 宁波市 报告 发现 新冠 肺炎 本土 确诊 病例 例 现有 中风 \u200b', '疫情 防控 ## 出行 提示 刚刚 贵州 发布 最新 疫情 防控 提示 全国 新冠 疫情 形势严峻 2021 年 12 月 15 31 日 陕西 延安市 累计 报告 新冠 肺炎 本土 确诊 病例 11 例 现有 中 风险 地区 12 月 31 日 河南 洛阳市 新增 本土 无症状 感染者 例 疫情 传播 链尚 2022 年 月 日 浙江 宁波市 报告 发现 新冠 肺炎 \u200b', '刚刚 贵州 发布 最新 疫情 防控 提示 全国 新冠 疫情 形势严峻 2021 年 12 月 15 31 日 陕西 延安市 累计 报告 新冠 肺炎 本土 确诊 病例 11 例 现有 中 风险 地区 12 月 31 日 河南 洛阳市 新增 本土 无症状 感染者 例 疫情 传播 链尚 2022 年 月 日 浙江 宁波市 报告 发现 新冠 肺炎 本土 确诊 病例 例 现有 \u200b']"
219,13,219_滞留_人员_外地_无业,"['滞留', '人员', '外地', '无业', '出差', '探亲', '联络处', '条件', '旅游', '场站']","['滞留 西安 人员 条件 离市 滞留 人员 有序 离开 西安 政策 公布 月 11 日 下午 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 疫情 管控 期间 西安市 滞留 外地 市 人员 包括 探亲 旅游 滞留 人员 出差 滞留 人员 就医 滞留 人员 外地 无业 滞留 人员 物流 运输 滞留 人员 交通 场站 中转 滞 \u200b', '西安 滞留 人员 离开 西安 政策 公布 陕西 西安 滞留 西安 人员 条件 离市 月 11 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 疫情 管控 期间 西安市 滞留 外地 市 人员 包括 探亲 旅游 滞留 人员 出差 滞留 人员 就医 滞留 人员 外地 无业 滞留 人员 物流 运输 滞留 人员 \u200b', '西安 滞留 西安 人员 条件 离市 月 11 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 疫情 管控 期间 西安市 滞留 外地 市 人员 包括 探亲 旅游 滞留 人员 出差 滞留 人员 就医 滞留 人员 外地 无业 滞留 人员 物流 运输 滞留 人员 交通 场站 中转 滞留 人员 滞留 人员 \u200b']"
220,13,220_机场_包机_确有_函件,"['机场', '包机', '确有', '函件', '缓和', '细则', '政策', '校方', '通航', '执行']","['机场 回应 西安 高校 包机 助 学生 回家 确有 政策 执行 细则 近日 陕西 西安 网传 西安 咸阳 国际 机场 高校 发布 函件 疫情 缓和 提供 相关 服务 助力 学生 回家 机场 客服 工作人员 称 政策 校方 机场 部门 对接 协调 机场 航班 恢复 通航 \u200b', '机场 回应 西安 高校 包机 助 学生 回家 确有 政策 执行 细则 近日 陕西 西安 网传 西安 咸阳 国际 机场 高校 发布 函件 疫情 缓和 提供 相关 服务 助力 学生 回家 机场 客服 工作人员 称 政策 校方 机场 部门 对接 协调 机场 航班 恢复 通航 \u200b', '机场 回应 西安 高校 包机 助 学生 回家 确有 政策 执行 细则 近日 陕西 西安 网传 西安 咸阳 国际 机场 高校 发布 函件 疫情 缓和 提供 相关 服务 助力 学生 回家 机场 客服 工作人员 称 政策 校方 机场 部门 对接 协调 机场 航班 恢复 通航 \u200b']"
221,13,221_调整_由点到面_由轻及_梯次,"['调整', '由点到面', '由轻及', '梯次', '解除', '规范', '张波', '封控区', '划定', '原则']","['西安市 公布 解除 封控 管理 相关 政策 月 10 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 西安市 卫健委 副 主任 张波 介绍 封控区 管控 区 防范 区 调整 划定 调整 原则 梯次 推进 由轻及 重 由点到面 规范 有序 调整 防控 措施 封控区 管控 \u200b', '西安市 公布 解除 封控 管理 相关 政策 月 10 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 西安市 卫健委 副 主任 张波 介绍 封控区 管控 区 防范 区 调整 划定 调整 原则 梯次 推进 由轻及 重 由点到面 规范 有序 调整 防控 措施 \u200b', '西安市 公布 解除 封控 管理 相关 政策 月 10 日 陕西 西安市 疫情 防控 新闻 发布会 介绍 疫情 防控 最新 情况 西安市 卫健委 副 主任 张波 介绍 封控区 管控 区 防范 区 调整 划定 调整 原则 梯次 推进 由轻及 重 由点到面 规范 有序 调整 防控 措施 \u200b']"
222,13,222_快递_邮政_符合条件_小哥,"['快递', '邮政', '符合条件', '小哥', '紧急通知', '印发', '领导小组', '复产', '开展业务', '冠状病毒']","['陕西 恢复 快递 服务 陕西 保障 符合条件 快递 小哥 岗 工作 陕西省 应对 新型 冠状病毒 感染 肺炎 疫情 工作 领导小组 办公室 印发 有序 做好 邮政 快递 服务 保障 工作 紧急通知 保障 符合 防疫 邮政 快递 工作人员 上岗 工作 保障 邮政 快递 生产 作业 场所 开展业务 保障 邮政 快递 车辆 通 \u200b', '陕西 恢复 快递 服务 陕西 保障 符合条件 快递 小哥 岗 工作 陕西省 应对 新型 冠状病毒 感染 肺炎 疫情 工作 领导小组 办公室 印发 有序 做好 邮政 快递 服务 保障 工作 紧急通知 保障 符合 防疫 邮政 快递 工作人员 上岗 工作 保障 邮政 快递 生产 作业 场所 开展业务 保障 邮政 快递 车辆 通 \u200b', '陕西 恢复 快递 服务 陕西 保障 符合条件 快递 小哥 岗 工作 陕西省 应对 新型 冠状病毒 感染 肺炎 疫情 工作 领导小组 办公室 印发 有序 做好 邮政 快递 服务 保障 工作 紧急通知 保障 符合 防疫 邮政 快递 工作人员 上岗 工作 保障 邮政 快递 生产 作业 场所 开展业务 保障 邮政 快递 车辆 通 \u200b']"
223,13,223_透析_尿毒症_不让_晚期,"['透析', '尿毒症', '不让', '晚期', '白马河', '每周', '血液', '出示', '治疗', '拦住']","['官方 回应 晚期 尿毒症 患者 透析 疫情 防控 点 不让 点对点 闭环 运送 方式 安排 治疗 近日 陕西 西咸 新区 网友 妈妈 晚期 尿毒症 患者 每周 医院 三次 做 血液 透析 治疗 白马河 路 疫情 防控 点 工作人员 拦住 出示 多个 证明 不让 日 官方 通报 称 卡点 志愿者 上门 病情 \u200b', '陕西 回应 尿毒症 患者 外出 透析 受阻 官方 回应 晚期 尿毒症 患者 透析 疫情 防控 点 不让 点对点 闭环 运送 方式 安排 治疗 近日 陕西 西咸 新区 网友 妈妈 晚期 尿毒症 患者 每周 医院 三次 做 血液 透析 治疗 白马河 路 疫情 防控 点 工作人员 拦住 出示 多个 证明 不让 日 秦都 宣传 官方 \u200b', '陕西 回应 尿毒症 患者 外出 透析 受阻 官方 回应 晚期 尿毒症 患者 透析 疫情 防控 点 不让 点对点 闭环 运送 方式 安排 治疗 近日 陕西 西咸 新区 网友 妈妈 晚期 尿毒症 患者 每周 医院 三次 做 血液 透析 治疗 白马河 路 疫情 防控 点 工作人员 拦住 出示 多个 证明 不让 日 秦都 宣传 官方 \u200b']"
224,13,224_此轮_政协_解除_一座,"['此轮', '政协', '解除', '一座', '划分', '管控', '实施', '商洛市', '星期一', '孤岛']","['西安市 公布 解除 封控 管理 相关 政策 2022 年 月 10 日 星期一 下午 00 西安市 政府 西安市 新冠 肺炎 疫情 防控 工作 新闻 发布会 52 场 介绍 疫情 防控 最新 情况 此轮 疫情 防控 西安市 国家 新冠 肺炎 社区 防控 区域 管控 标准 划分 封 控区 管控 区 防范 区 全市 实施 各项 管控 措施 此轮 \u200b', '西安市 公布 解除 封控 管理 相关 政策 2022 年 月 10 日 星期一 下午 00 西安市 政府 西安市 新冠 肺炎 疫情 防控 工作 新闻 发布会 52 场 介绍 疫情 防控 最新 情况 此轮 疫情 防控 西安市 国家 新冠 肺炎 社区 防控 区域 管控 标准 划分 封 控区 管控 区 防范 区 全市 实施 各项 管控 措施 此轮 \u200b', '西安市 公布 解除 封控 管理 相关 政策 2022 年 月 10 日 星期一 下午 00 西安市 政府 西安市 新冠 肺炎 疫情 防控 工作 新闻 发布会 52 场 介绍 疫情 防控 最新 情况 此轮 疫情 防控 西安市 国家 新冠 肺炎 社区 防控 区域 管控 标准 划分 封 控区 管控 区 防范 区 全市 实施 各项 管控 措施 此轮 \u200b']"
225,13,225_工信部_一码_信息化_总工程师,"['工信部', '一码', '信息化', '总工程师', '韩夏', '工业', '韩夏到', '调研', '优化', '宕机']","['工信部 西安 一码 通要 技术 改进 工信部 西安 一码 通 确保 宕机 工信部 官网 日 发布 2021 年 12 月 30 日至 31 日 工业 信息化 部 总工程师 韩夏到 陕西省 通信 管理局 疫情 防控 工作 调研 韩夏 切实加强 网络 信息安全 优化 应急 预案 强化 防护 排查 安全隐患 防止出现 网络安全 事故 \u200b', '工信部 西安 一码 通要 技术 改进 工信部 西安 一码 通 确保 宕机 工信部 官网 日 发布 2021 年 12 月 30 日至 31 日 工业 信息化 部 总工程师 韩夏到 陕西省 通信 管理局 疫情 防控 工作 调研 韩夏 切实加强 网络 信息安全 优化 应急 预案 强化 防护 排查 安全隐患 防止出现 网络安全 事故 \u200b', '工信部 西安 一码 通要 技术 改进 工信部 西安 一码 通 确保 宕机 工信部 官网 日 发布 2021 年 12 月 30 日至 31 日 工业 信息化 部 总工程师 韩夏到 陕西省 通信 管理局 疫情 防控 工作 调研 韩夏 切实加强 网络 信息安全 优化 应急 预案 强化 防护 排查 安全隐患 防止出现 网络安全 事故 \u200b']"
226,13,226_酒店_丑照_刘同学_探望,"['酒店', '丑照', '刘同学', '探望', '不约而同', '前来', '发到', '电动车', '好友', '轮流']","['真 狐朋狗友 男生 酒店 隔离 好友 轮流 隔空 探望 拍 丑照 近日 陕西 安康 刘同学 放假 回家 疫情 防控 措施 酒店 隔离 没想到 朋友 得知 隔离 纷纷 前往 隔离 酒店 楼下 打卡 探望 骑 电动车 前来 放下 工作 专程 不约而同 拍 刘同学 丑照 发到 社交 平台 \u200b', '真 狐朋狗友 男生 酒店 隔离 好友 轮流 隔空 探望 拍 丑照 近日 陕西 安康 刘同学 放假 回家 疫情 防控 措施 酒店 隔离 没想到 朋友 得知 隔离 纷纷 前往 隔离 酒店 楼下 打卡 探望 骑 电动车 前来 放下 工作 专程 不约而同 拍 刘同学 丑照 发到 社交 平台 哭笑不得 \u200b', '真 狐朋狗友 男生 酒店 隔离 好友 轮流 隔空 探望 拍 丑照 近日 陕西 安康 刘同学 放假 回家 疫情 防控 措施 酒店 隔离 没想到 朋友 得知 隔离 纷纷 前往 隔离 酒店 楼下 打卡 探望 骑 电动车 前来 放下 工作 专程 不约而同 拍 刘同学 丑照 发到 社交 平台 哭笑不得 \u200b']"
227,13,227_应急_部门_处置_全省,"['应急', '部门', '处置', '全省', '抗震救灾', '响应', '启动', '大通县', '单位', '甘肃']","['青海省 门源 县 发生 6.9 级 地震 甘肃 启动 抗震救灾 级 应急 响应 全省 部门 单位 应急 处置 工作 O 青海省 门源 县 发生 6.9 级 地震 甘肃 启动 抗震救灾 级 应急 响应 全省 部门 单位 应急 处置 工作 \u200b', '青海省 门源 县 发生 6.9 级 地震 甘肃 启动 抗震救灾 级 应急 响应 全省 部门 单位 应急 处置 工作 O 青海省 门源 县 发生 6.9 级 地震 甘肃 启动 抗震救灾 级 应急 响应 全省 部门 单位 应急 处置 工作 \u200b', '青海省 门源 县 发生 6.9 级 地震 甘肃 启动 抗震救灾 级 应急 响应 全省 部门 单位 应急 处置 工作 O 青海省 门源 县 发生 6.9 级 地震 甘肃 启动 抗震救灾 级 应急 响应 全省 部门 单位 应急 处置 工作 \u200b']"
228,13,228_组建_团队_赶往_宁夏,"['组建', '团队', '赶往', '宁夏', '支援', '地震局', '凌晨', '十人', '快手', '10']","['青海 门源 发生 6.9 级 地震 宁夏 地震局 组建 10 团队 凌晨 点 赶往 支援 O 青海 门源 发生 6.9 级 地震 宁夏 地震局 组建 10 团队 凌晨 点 赶往 支援 \u200b', '青海 门源 发生 6.9 级 地震 宁夏 地震局 组建 10 团队 凌晨 点 赶往 支援 O 青海 门源 发生 6.9 级 地震 宁夏 地震局 组建 10 团队 凌晨 点 赶往 支援 \u200b', '青海 门源 发生 6.9 级 地震 宁夏 地震局 组建 10 团队 凌晨 点 赶往 支援 O 青海 门源 发生 6.9 级 地震 宁夏 地震局 组建 10 团队 凌晨 点 赶往 支援 \u200b']"
229,13,229_分局_公安_之水_水务,"['分局', '公安', '之水', '水务', '箱大', '秦之水', '大秦', '商网', '急调', '用水']","['西安 疫情 疫情 期间 保障 西安 公安 一线 民警 居民 群众 用水 月 11 日 上午 西安 商网 新 媒体 中心 总监 胡 智勇 陕西 水务 集团 大秦 之水 取得联系 急调 200 箱大 秦之水 驰援 抗疫 一线 前往 西安市 公安局 公安 经开 分局 公安 公交 分局 支援 一线 公安民警 防疫 人员 志愿者 辛苦 \u200b', '西安 ## 西安 疫情 疫情 期间 保障 西安 公安 一线 民警 居民 群众 用水 月 11 日 上午 西安 商网 新 媒体 中心 总监 胡 智勇 陕西 水务 集团 大秦 之水 取得联系 急调 200 箱大 秦之水 驰援 抗疫 一线 前往 西安市 公安局 公安 经开 分局 公安 公交 分局 支援 一线 公安民警 防疫 人员 志愿者 \u200b', '西安 ## 西安 疫情 疫情 期间 保障 西安 公安 一线 民警 居民 群众 用水 月 11 日 上午 西安 商网 新 媒体 中心 总监 胡 智勇 陕西 水务 集团 大秦 之水 取得联系 急调 200 箱大 秦之水 驰援 抗疫 一线 前往 西安市 公安局 公安 经开 分局 公安 公交 分局 支援 一线 公安民警 防疫 人员 志愿者 \u200b']"
230,13,230_女儿_医生_留言_妈妈,"['女儿', '医生', '留言', '妈妈', '奶奶', '乐乐', '非洲', '诉说', '苏丹', '援外']","['爸爸 忙 妈妈 想 … 妈妈 援非 爸爸 抗疫 岁 女儿 留言 表 思念 月 15 日 陕西 西安 西安市 第三 医院 一对 医生 夫妻 丈夫 坚守 一线 抗击 疫情 妻子 非洲 苏丹 援外 医疗保障 两个 女儿 70 多岁 奶奶 照顾 高 医生 介绍 疫情 期间 紧张 回 家 女儿 QQ 留言 诉说 想 爸爸妈妈 高 医生 表 \u200b', '爸爸 忙 妈妈 想 … 妈妈 援非 爸爸 抗疫 岁 女儿 留言 表 思念 月 15 日 陕西 西安 西安市 第三 医院 一对 医生 夫妻 丈夫 坚守 一线 抗击 疫情 妻子 非洲 苏丹 援外 医疗保障 两个 女儿 70 多岁 奶奶 照顾 高 医生 介绍 疫情 期间 紧张 回 家 女儿 QQ 留言 诉说 想 爸爸妈妈 高 医生 表 \u200b', '爸爸 忙 妈妈 想 … 妈妈 援非 爸爸 抗疫 岁 女儿 留言 表 思念 月 15 日 陕西 西安 西安市 第三 医院 一对 医生 夫妻 丈夫 坚守 一线 抗击 疫情 妻子 非洲 苏丹 援外 医疗保障 两个 女儿 70 多岁 奶奶 照顾 高 医生 介绍 疫情 期间 紧张 回 家 女儿 QQ 留言 诉说 想 爸爸妈妈 高 医生 表 \u200b']"
231,13,231_回赠_韩国_邻居_韩籍,"['回赠', '韩国', '邻居', '韩籍', '送出去', '韩式', '筷子', '多备', '收下', '打算']","['爱 韩籍 邻居 送 物资 西安 小伙 回赠 韩国 拌 饭 打算 做饭 多备 双 筷子 月 13 日 陕西 西安 疫情 封控 期间 万 韩国 邻居 手机 翻译 称 公司 发了 蔬菜 牛奶 做不了 饭 想 东西 送出去 万 收下 拿出 做 小炒 肉 回赠 做 韩式 拌 饭 送 邻居 万 称 \u200b', '爱 韩籍 邻居 送 物资 西安 小伙 回赠 韩国 拌 饭 打算 做饭 多备 双 筷子 月 13 日 陕西 西安 疫情 封控 期间 万 韩国 邻居 手机 翻译 称 公司 发了 蔬菜 牛奶 做不了 饭 想 东西 送出去 万 收下 拿出 做 小炒 肉 回赠 做 韩式 拌 饭 送 邻居 万 称 \u200b', '爱 韩籍 邻居 送 物资 西安 小伙 回赠 韩国 拌 饭 打算 做饭 多备 双 筷子 月 13 日 陕西 西安 疫情 封控 期间 万 韩国 邻居 手机 翻译 称 公司 发了 蔬菜 牛奶 做不了 饭 想 东西 送出去 万 收下 拿出 做 小炒 肉 回赠 做 韩式 拌 饭 送 邻居 万 称 \u200b']"
232,13,232_临床_出院_观察期_症状,"['临床', '出院', '观察期', '症状', '化验', '体征', '专家组', '康复', '检查', 'ct']","['本轮 疫情 18 例新冠 肺炎 确诊 患者 出院 月 日 下午 陕西省 本轮 本土 在院 确诊 病例 中 18 名 患者 国家 省市 联合 救治 专家组 临床 症状 体征 CT 检查 化验 检查 综合 评估 新型 冠状病毒 肺炎 确诊 病例 出院 标准 康复 观察期 西安市 胸科 医院 转入 西安 秦皇 医院 接受 健康 监测 康 \u200b', '陕西 本轮 疫情 18 例新冠 肺炎 确诊 患者 出院 月 日 下午 陕西省 本轮 本土 在院 确诊 病例 中 18 名 患者 国家 省市 联合 救治 专家组 临床 症状 体征 CT 检查 化验 检查 综合 评估 新型 冠状病毒 肺炎 确诊 病例 出院 标准 康复 观察期 西安市 胸科 医院 转入 西安 秦皇 医院 接受 健康 监测 康复 隔 \u200b', '陕西 本轮 疫情 18 例新冠 肺炎 确诊 患者 出院 月 日 下午 陕西省 本轮 本土 在院 确诊 病例 中 18 名 患者 国家 省市 联合 救治 专家组 临床 症状 体征 CT 检查 化验 检查 综合 评估 新型 冠状病毒 肺炎 确诊 病例 出院 标准 康复 观察期 西安市 胸科 医院 转入 西安 秦皇 医院 接受 健康 监测 康复 隔 \u200b']"
233,13,233_药品_体系_药监局_监管局,"['药品', '体系', '药监局', '监管局', '安全监管', '电话', '临潼区', '经营', '压实', '监督']","['临潼区 体系 两 机制 做好 政策 咨询 诉求 办理 服务 临潼区 疫情 防控 指挥部 办公室 负责人 张普说 建立 体系 两 机制 一种 运行 框架 体系 热线 体系 对外 公布 指挥部 内设 机构 电话 外 公布 重点 医药企业 重点 商贸 企业 23 街道 办事处 电话 热线 体 \u200b', '临潼区 体系 两 机制 做好 政策 咨询 诉求 办理 服务 临潼区 疫情 防控 指挥部 办公室 负责人 张普说 建立 体系 两 机制 一种 运行 框架 体系 热线 体系 对外 公布 指挥部 内设 机构 电话 外 公布 重点 医药企业 重点 商贸 企业 23 街道 办事处 电话 热线 体 \u200b', '青海省 药品 监管局 压实 元旦 春节 期间 药品 疫情 防控 四方 责任 青海省 药品 监管局 获悉 扎实 做好 元旦 春节 期间 药品 安全监管 工作 保障 两品 一械 质量 充分发挥 药品 经营 企业 疫情 防控 哨点 作用 近日 省 药品 监管局 西宁市 药品 医疗器械 化妆品 经营 单位 督导 检查 进一步 压 \u200b']"
234,13,234_作品_遗传_棉絮_承人,"['作品', '遗传', '棉絮', '承人', '徐辉', '巨幅', '保鲜膜', '罗飞', '张倍源', '创作']","['西安 非 遗传 承人 用面 塑造 抗疫 英雄 文化 作品 加油打气 陕西 疫情 防控 月 11 日 陕西 西安 非 遗传 承人 张倍源 面塑 作品 致敬 抗疫 工作者 张倍源 介绍 作品 一共 三件 共 耗时 三周 时间 第一件 作品 抗疫 工作者 脱掉 防护服 手指 天空 迎接 胜利 模样 寓意 取得胜利 第二件 一位 女 \u200b', '西安 非 遗传 承人 用面 塑造 抗疫 英雄 文化 作品 加油打气 陕西 疫情 防控 月 11 日 陕西 西安 非 遗传 承人 张倍源 面塑 作品 致敬 抗疫 工作者 张倍源 介绍 作品 一共 三件 共 耗时 三周 时间 第一件 作品 抗疫 工作者 脱掉 防护服 手指 天空 迎接 胜利 模样 寓意 取得胜利 第二件 一位 女 \u200b', '西安 非 遗传 承人 用面 塑造 抗疫 英雄 文化 作品 加油打气 陕西 疫情 防控 月 11 日 陕西 西安 非 遗传 承人 张倍源 面塑 作品 致敬 抗疫 工作者 张倍源 介绍 作品 一共 三件 共 耗时 三周 时间 第一件 作品 抗疫 工作者 脱掉 防护服 手指 天空 迎接 胜利 模样 寓意 取得胜利 第二件 一位 女 \u200b']"
235,12,235_响声_店里_晃动_惊起,"['响声', '店里', '晃动', '惊起', '店员', '摄像头', '易拉罐', '货架', '抖动', '店铺']","['青海 门源 5.2 级 地震 青海 门源 5.2 级 地震 店员 响声 惊起 摄像头 剧烈 抖动 中国 地震 台网 正式 测定 月 12 日 18 时 20 分 青海 门源 5.2 级 地震 震源 深度 10 千米 网友 发布 视频 店里 吊灯 晃动 店铺 监控 记录 地震 时 瞬间 货架 易拉罐 晃动 店里 顾客 响声 惊起 消防 正 赶赴 震中 排查 \u200b', '青海 门源 5.2 级 地震 青海 门源 5.2 级 地震 店员 响声 惊起 摄像头 剧烈 抖动 中国 地震 台网 正式 测定 月 12 日 18 时 20 分 青海 门源 5.2 级 地震 震源 深度 10 千米 网友 发布 视频 店里 吊灯 晃动 店铺 监控 记录 地震 时 瞬间 货架 易拉罐 晃动 店里 顾客 响声 惊起 消防 正 赶赴 震中 排查 \u200b', '青海 门源 5.2 级 地震 店员 响声 惊起 摄像头 剧烈 抖动 中国 地震 台网 正式 测定 月 12 日 18 时 20 分 青海 门源 5.2 级 地震 震源 深度 10 千米 网友 发布 视频 店里 吊灯 晃动 店铺 监控 记录 地震 时 瞬间 货架 易拉罐 晃动 店里 顾客 响声 惊起 消防 正 赶赴 震中 排查 \u200b']"
236,12,236_时要_墙角处_跳楼_桌下,"['时要', '墙角处', '跳楼', '桌下', '靠近', '盲目', '户外', '建筑物', '要领', '逃生']","['青海 门源 5.2 级 地震 地震 地震 避难 逃生 要领 地震 时要 躲 桌下 墙角处 保护 头部 盲目 跳楼 逃生 户外 跑 空旷 地方 靠近 建筑物 躲避 坠落 物 视频 科普 中国 L 安徽 消防 微博 视频 \u200b', '青海 门源 5.2 级 地震 地震 地震 避难 逃生 要领 地震 时要 躲 桌下 墙角处 保护 头部 盲目 跳楼 逃生 户外 跑 空旷 地方 靠近 建筑物 躲避 坠落 物 视频 科普 中国 L 安徽 消防 微博 视频 \u200b \u200b \u200b', '青海 门源 5.2 级 地震 地震 地震 避难 逃生 要领 地震 时要 躲 桌下 墙角处 保护 头部 盲目 跳楼 逃生 户外 跑 空旷 地方 靠近 建筑物 躲避 坠落 物 视频 科普 中国 L 安徽 消防 微博 视频 \u200b \u200b \u200b']"
237,12,237_亿元_资金_拨付_财政,"['亿元', '资金', '拨付', '财政', '财政厅', '补助', '用于', '负担', '投入', '财政部']","['陕西省 财政厅 紧急 拨付 6.5 亿元 疫情 防控 补助 资金 财 联社 月 日电 近日 陕西省 财政厅 紧急 拨付 疫情 防控 资金 6.5 亿元 中央 财政部 下达 陕西省 新冠 肺炎 疫情 防控 补助 资金 亿元 拨付 西安市 集中力量 支持 西安 疫情 防控 动用 省级 预备费 1.5 亿元 支持 陕西省 防疫 办 咸阳市 延安市 疫情 \u200b', '陕西 紧急 拨付 6.5 亿元 疫情 补助金 陕西省 财政厅 紧急 拨付 6.5 亿元 疫情 防控 补助 资金 近日 陕西省 财政厅 紧急 拨付 疫情 防控 资金 6.5 亿元 中央 财政部 下达 陕西省 新冠 肺炎 疫情 防控 补助 资金 亿元 拨付 西安市 集中力量 支持 西安 疫情 防控 动用 省级 预备费 1.5 亿元 支持 陕西省 防疫 办 咸阳市 \u200b', '陕西 紧急 拨付 6.5 亿元 疫情 补助金 陕西省 财政厅 紧急 拨付 6.5 亿元 疫情 防控 补助 资金 近日 陕西省 财政厅 紧急 拨付 疫情 防控 资金 6.5 亿元 中央 财政部 下达 陕西省 新冠 肺炎 疫情 防控 补助 资金 亿元 拨付 西安市 集中力量 支持 西安 疫情 防控 动用 省级 预备费 1.5 亿元 支持 陕西省 防疫 办 咸阳市 \u200b']"
238,12,238_预防_求生_记住_姿势,"['预防', '求生', '记住', '姿势', '周知', '来时', '49', '69', '金昌', '标准']","['青海 门源 5.2 级 地震 扩散 周知 记住 地震 来时 标准 求生 姿势 中国 地震 台网 正式 测定 18 时 20 分在 青海 海北 州 门源 县 北纬 37.69 度 东经 101.49 度 发生 5.2 级 地震 震源 深度 10 千米 网友 西宁 兰州 武威 金昌 震感 愿 平安 预防 地震 带来 伤害 知识 \u200b', '青海 门源 5.2 级 地震 扩散 周知 记住 地震 来时 标准 求生 姿势 中国 地震 台网 正式 测定 O 18 时 20 分在 青海 海北 州 门源 县 北纬 37.69 度 东经 101.49 度 发生 5.2 级 地震 震源 深度 10 千米 网友 西宁 兰州 武威 金昌 震感 愿 平安 预防 地震 带来 伤害 知识 \u200b \u200b', '青海 门源 5.2 级 地震 扩散 周知 记住 地震 来时 标准 求生 姿势 中国 地震 台网 正式 测定 18 时 20 分在 青海 海北 州 门源 县 北纬 37.69 度 东经 101.49 度 发生 5.2 级 地震 震源 深度 10 千米 网友 西宁 兰州 武威 金昌 震感 愿 平安 预防 地震 带来 伤害 知识 \u200b \u200b']"
